,label,RMSE,MAE,MAPE,MASE
2,C5015 AS27133_FB Prophet,37.27,31.52,inf,1.75
0,C5015 AS27137_SARIMA,4.82,4.46,inf,2.86
1,C5015 AS27137_Holt-Winters 3,6.28,4.49,inf,2.87
2,C5015 AS27137_FB Prophet,8.0,6.9,inf,4.42
0,C5015 AS46000_SARIMA,198.96,157.14,inf,1.94
1,C5015 AS46000_Holt-Winters 3,239.93,80.2,inf,0.99
2,C5015 AS46000_FB Prophet,489.52,349.01,inf,4.31
0,C5016 AS27000_SARIMA,5.37,4.83,inf,0.76
1,C5016 AS27000_Holt-Winters 3,2.17,1.61,inf,0.25
2,C5016 AS27000_FB Prophet,14.95,11.38,inf,1.79
0,C5016 AS27132_SARIMA,1.2,0.84,inf,0.32
1,C5016 AS27132_Holt-Winters 3,0.9,0.42,inf,0.16
2,C5016 AS27132_FB Prophet,4.34,3.32,inf,1.28
0,C5016 AS27133_SARIMA,10.56,8.8,56.62,1.2
0,C5016 AS27134_SARIMA,2.24,2.08,inf,0.22
1,C5016 AS27134_Holt-Winters 3,2.39,1.73,inf,0.18
2,C5016 AS27134_FB Prophet,24.79,21.35,inf,2.26
0,C5016 AS27137_SARIMA,5.69,3.84,30.57,0.41
0,C5016 AS27138_SARIMA,1.04,0.96,inf,0.48
1,C5016 AS27138_Holt-Winters 3,0.01,0.01,inf,0.0
2,C5016 AS27138_FB Prophet,5.62,4.56,inf,2.28
2,C5016 AS27139_FB Prophet,0.46,0.38,inf,2.01
1,C5016 AS46000_Holt-Winters 3,0.01,0.01,inf,0.01
2,C5016 AS46000_FB Prophet,1.13,0.9,inf,2.41
1,C5017 AS27000_Holt-Winters 3,4.77,3.44,22.23,0.46
1,C5017 AS27133_Holt-Winters 3,14.59,13.25,21.47,0.95
0,C5017 AS27137_SARIMA,3.99,3.57,inf,114.35
1,C5017 AS27137_Holt-Winters 3,4.79,3.58,inf,114.61
2,C5017 AS27137_FB Prophet,4.78,3.55,inf,113.66
0,C5017 AS27138_SARIMA,2.84,1.91,inf,inf
1,C5017 AS46000_Holt-Winters 3,150.1,126.4,63.51,1.39
2,C5018 AS27000_FB Prophet,8.96,7.22,86.74,0.95
0,C5018 AS27132_SARIMA,6.56,4.22,inf,1.3
1,C5018 AS27132_Holt-Winters 3,5.59,2.08,inf,0.64
2,C5018 AS27132_FB Prophet,8.17,6.07,inf,1.87
0,C5018 AS27133_SARIMA,46.14,32.9,inf,1.73
1,C5018 AS27133_Holt-Winters 3,635.73,425.84,inf,22.38
2,C5018 AS27133_FB Prophet,63.36,46.39,inf,2.44
0,C5018 AS27134_SARIMA,2.12,1.89,inf,0.3
1,C5018 AS27134_Holt-Winters 3,0.05,0.05,inf,0.01
2,C5018 AS27134_FB Prophet,36.18,21.65,inf,3.46
0,C5018 AS27137_SARIMA,8.48,7.32,inf,0.89
1,C5018 AS27137_Holt-Winters 3,10.22,8.29,inf,1.0
2,C5018 AS27137_FB Prophet,12.13,9.47,inf,1.15
0,C5018 AS27138_SARIMA,5.7,4.7,inf,0.55
1,C5018 AS27138_Holt-Winters 3,5.67,5.08,inf,0.59
2,C5018 AS27138_FB Prophet,19.58,15.23,inf,1.77
1,C5018 AS27139_Holt-Winters 3,0.01,0.01,inf,0.01
2,C5018 AS27139_FB Prophet,4.69,4.33,inf,3.01
0,C5019 AS27000_SARIMA,5.69,4.43,15.99,1.12
0,C5019 AS27132_SARIMA,5.39,3.47,inf,inf
1,C5019 AS27132_Holt-Winters 3,5.57,3.11,inf,inf
0,C5019 AS27133_SARIMA,40.62,33.63,inf,1.13
1,C5019 AS27133_Holt-Winters 3,1527.28,624.17,inf,20.94
2,C5019 AS27133_FB Prophet,92.57,62.88,inf,2.11
0,C5019 AS27134_SARIMA,2.77,1.94,inf,1.0
1,C5019 AS27134_Holt-Winters 3,0.02,0.02,inf,0.01
2,C5019 AS27134_FB Prophet,7.21,5.05,inf,2.61
0,C5019 AS27137_SARIMA,5.64,4.15,13.26,0.65
0,C5019 AS27138_SARIMA,4.76,3.92,22.97,1.18
1,C5020 AS27000_Holt-Winters 3,3.09,2.84,29.25,0.51
0,C5020 AS27132_SARIMA,0.74,0.55,inf,0.63
1,C5020 AS27132_Holt-Winters 3,0.33,0.12,inf,0.14
2,C5020 AS27132_FB Prophet,1.45,1.19,inf,1.36
0,C5020 AS27133_SARIMA,27.18,22.89,inf,3.56
1,C5020 AS27133_Holt-Winters 3,79.69,71.58,inf,11.12
2,C5020 AS27133_FB Prophet,26.51,23.0,inf,3.57
0,C5020 AS27134_SARIMA,4.71,3.75,inf,0.9
1,C5020 AS27134_Holt-Winters 3,2.8,2.4,inf,0.57
2,C5020 AS27134_FB Prophet,6.18,5.19,inf,1.24
1,C5020 AS27137_Holt-Winters 3,6.13,4.53,80.38,4.83
1,C5020 AS27138_Holt-Winters 3,11.14,9.43,65.83,2.29
1,C5021 AS27000_Holt-Winters 3,2.19,1.86,54.49,1.15
1,C5021 AS27132_Holt-Winters 3,0.33,0.11,inf,0.61
2,C5021 AS27132_FB Prophet,0.65,0.48,inf,2.57
0,C5021 AS27133_SARIMA,18.86,14.44,48.37,1.37
0,C5021 AS27134_SARIMA,4.25,2.87,inf,0.7
1,C5021 AS27134_Holt-Winters 3,2.79,1.66,inf,0.41
2,C5021 AS27134_FB Prophet,7.04,6.4,inf,1.56
0,C5021 AS27138_SARIMA,3.66,3.02,inf,4.4
1,C5021 AS27138_Holt-Winters 3,6.66,5.5,inf,8.0
2,C5021 AS27138_FB Prophet,5.41,4.42,inf,6.43
1,C5060 AS27000_Holt-Winters 3,2.35,2.06,63.15,0.11
0,C5060 AS27133_SARIMA,19.03,13.76,29.85,0.65
0,C5060 AS27134_SARIMA,6.71,5.32,inf,0.34
1,C5060 AS27134_Holt-Winters 3,0.04,0.04,inf,0.0
2,C5060 AS27134_FB Prophet,17.46,12.94,inf,0.83
0,C5060 AS27137_SARIMA,10.12,8.56,inf,1.18
1,C5060 AS27137_Holt-Winters 3,10.54,8.22,inf,1.13
2,C5060 AS27137_FB Prophet,12.38,10.68,inf,1.47
0,C5060 AS27138_SARIMA,5.89,5.02,inf,1.4
1,C5060 AS27138_Holt-Winters 3,6.75,4.94,inf,1.37
2,C5060 AS27138_FB Prophet,8.03,5.19,inf,1.44
0,C5063 AS27000_SARIMA,2.09,1.62,inf,0.45
1,C5063 AS27000_Holt-Winters 3,1.5,1.23,inf,0.34
2,C5063 AS27000_FB Prophet,5.38,3.69,inf,1.04
0,C5063 AS27132_SARIMA,4.16,3.24,inf,0.84
1,C5063 AS27132_Holt-Winters 3,1.42,1.05,inf,0.27
2,C5063 AS27132_FB Prophet,10.65,5.81,inf,1.5
0,C5063 AS27133_SARIMA,5.77,3.91,23.97,1.23
0,C5063 AS27134_SARIMA,2.35,1.84,inf,2.27
2,C5063 AS27134_FB Prophet,3.67,3.11,inf,3.82
0,C5063 AS27137_SARIMA,1.08,0.98,inf,0.61
1,C5063 AS27137_Holt-Winters 3,1.05,0.74,inf,0.46
2,C5063 AS27137_FB Prophet,1.84,1.55,inf,0.97
0,C5063 AS27138_SARIMA,4.93,4.04,inf,1.08
1,C5063 AS27138_Holt-Winters 3,2.95,2.43,inf,0.65
2,C5063 AS27138_FB Prophet,7.05,5.38,inf,1.43
0,C5063 AS27139_SARIMA,0.1,0.07,inf,0.19
1,C5063 AS27139_Holt-Winters 3,0.01,0.01,inf,0.02
2,C5063 AS27139_FB Prophet,1.66,1.29,inf,3.43
0,C5063 AS46000_SARIMA,3.9,2.79,inf,0.91
1,C5063 AS46000_Holt-Winters 3,3.97,2.06,inf,0.67
2,C5063 AS46000_FB Prophet,5.04,4.12,inf,1.34
0,C5066 AS27133_SARIMA,8.95,7.02,61.96,2.25
0,C5066 AS27137_SARIMA,1.9,1.78,inf,0.45
1,C5066 AS27137_Holt-Winters 3,0.31,0.15,inf,0.04
2,C5066 AS27137_FB Prophet,11.19,9.46,inf,2.4
0,C5066 AS27138_SARIMA,6.63,3.88,inf,4.13
1,C5066 AS27138_Holt-Winters 3,6.46,3.59,inf,3.83
2,C5066 AS27138_FB Prophet,7.85,5.3,inf,5.65
